generation,specimen_id,total_fitness,alive_bonus,joints_at_limits,speed,distance
8,,493.47,501.0,-7.529999999999954,0.0,0.0
8,,492.45000000000005,501.0,-8.549999999999965,0.0,0.0
8,,249.4,252.0,-2.599999999999998,0.0,0.0
8,,167.52,170.0,-2.479999999999998,0.0,0.0
8,,164.47,166.0,-1.5300000000000011,0.0,0.0
8,,418.15000000000003,423.0,-4.849999999999967,0.0,0.0
8,,216.69,219.0,-2.3099999999999956,0.0,0.0
8,,387.13000000000005,393.0,-5.869999999999966,0.0,0.0
8,,489.46000000000004,497.0,-7.539999999999957,0.0,0.0
9,25,495.16,501.0,-5.839999999999969,0.0,0.0
9,26,491.5400000000001,501.0,-9.459999999999951,0.0,0.0
9,27,394.49,401.0,-6.509999999999969,0.0,0.0
9,28,298.89,302.0,-3.1099999999999928,0.0,0.0
9,29,264.06,267.0,-2.939999999999999,0.0,0.0
9,30,491.09000000000003,501.0,-9.909999999999947,0.0,0.0
9,31,493.76000000000005,501.0,-7.239999999999956,0.0,0.0
9,32,377.27,382.0,-4.72999999999999,0.0,0.0
9,33,237.01,239.0,-1.9900000000000015,0.0,0.0
9,34,191.35,194.0,-2.649999999999996,0.0,0.0
9,35,355.40000000000003,361.0,-5.599999999999965,0.0,0.0
9,36,245.83,249.0,-3.169999999999995,0.0,0.0
9,37,213.89000000000001,217.0,-3.1099999999999928,0.0,0.0
9,38,492.33000000000004,501.0,-8.669999999999945,0.0,0.0
9,39,317.56,322.0,-4.439999999999996,0.0,0.0
9,40,305.46000000000004,309.0,-3.5399999999999916,0.0,0.0
9,41,495.15000000000003,501.0,-5.849999999999965,0.0,0.0
9,42,356.25,360.0,-3.749999999999987,0.0,0.0
9,43,355.21000000000004,361.0,-5.789999999999965,0.0,0.0
9,44,233.82,237.0,-3.1799999999999944,0.0,0.0
9,45,212.19,215.0,-2.8099999999999974,0.0,0.0
9,46,493.95000000000005,501.0,-7.049999999999967,0.0,0.0
9,47,156.91,159.0,-2.090000000000001,0.0,0.0
9,48,219.63,222.0,-2.369999999999998,0.0,0.0
9,49,327.71000000000004,332.0,-4.289999999999987,0.0,0.0
9,,279.53000000000003,283.0,-3.469999999999994,0.0,0.0
9,,364.16,369.0,-4.83999999999998,0.0,0.0
9,,492.45000000000005,501.0,-8.549999999999965,0.0,0.0
9,,380.05,385.0,-4.9499999999999735,0.0,0.0
9,,492.26000000000005,501.0,-8.739999999999952,0.0,0.0
9,,313.1,317.0,-3.8999999999999915,0.0,0.0
9,,252.31,257.0,-4.689999999999994,0.0,0.0
9,,492.11000000000007,501.0,-8.88999999999993,0.0,0.0
9,,491.34000000000003,501.0,-9.659999999999945,0.0,0.0
9,,277.86,281.0,-3.139999999999994,0.0,0.0
9,,295.95,299.0,-3.0499999999999927,0.0,0.0
9,,492.04,501.0,-8.959999999999956,0.0,0.0
9,,433.48,440.0,-6.519999999999962,0.0,0.0
9,,328.72,334.0,-5.279999999999984,0.0,0.0
9,,147.16,149.0,-1.8400000000000012,0.0,0.0
9,,120.24,122.0,-1.7600000000000011,0.0,0.0
9,,207.36,210.0,-2.639999999999997,0.0,0.0
9,,493.95000000000005,501.0,-7.049999999999967,0.0,0.0
9,,293.37,298.0,-4.629999999999982,0.0,0.0
9,,492.19000000000005,501.0,-8.809999999999954,0.0,0.0
9,,442.66,449.0,-6.339999999999965,0.0,0.0
9,,369.92,375.0,-5.079999999999983,0.0,0.0
9,,296.56,300.0,-3.439999999999995,0.0,0.0
9,,237.27,240.0,-2.729999999999996,0.0,0.0
9,,490.00000000000006,501.0,-10.999999999999929,0.0,0.0
10,25,129.23,131.0,-1.7700000000000014,0.0,0.0
10,26,365.84000000000003,371.0,-5.159999999999975,0.0,0.0
10,27,493.51000000000005,501.0,-7.489999999999944,0.0,0.0
10,28,173.52,175.0,-1.4800000000000009,0.0,0.0
10,29,165.26,167.0,-1.740000000000001,0.0,0.0
10,30,235.32,238.0,-2.679999999999996,0.0,0.0
10,31,492.26000000000005,501.0,-8.739999999999958,0.0,0.0
10,32,218.46,221.0,-2.539999999999997,0.0,0.0
10,33,494.08000000000004,501.0,-6.91999999999995,0.0,0.0
10,34,158.76,160.0,-1.2400000000000009,0.0,0.0
10,35,186.35999999999999,188.0,-1.640000000000001,0.0,0.0
10,36,494.41,501.0,-6.589999999999949,0.0,0.0
10,37,230.46,233.0,-2.539999999999994,0.0,0.0
10,38,181.81,184.0,-2.19,0.0,0.0
10,39,268.70000000000005,273.0,-4.299999999999983,0.0,0.0
10,40,232.77,235.0,-2.23,0.0,0.0
10,41,176.83,178.0,-1.1700000000000008,0.0,0.0
10,42,493.36000000000007,501.0,-7.6399999999999535,0.0,0.0
10,43,234.24,237.0,-2.7599999999999993,0.0,0.0
10,44,323.65000000000003,328.0,-4.349999999999985,0.0,0.0
10,45,492.71000000000004,501.0,-8.289999999999978,0.0,0.0
10,46,219.81,222.0,-2.19,0.0,0.0
10,47,165.10999999999999,167.0,-1.8900000000000015,0.0,0.0
10,48,224.31,227.0,-2.689999999999996,0.0,0.0
10,49,492.81000000000006,501.0,-8.189999999999966,0.0,0.0
10,25,129.23,131.0,-1.7700000000000014,0.0,0.0
10,26,365.84000000000003,371.0,-5.159999999999975,0.0,0.0
10,27,493.51000000000005,501.0,-7.489999999999944,0.0,0.0
10,28,173.52,175.0,-1.4800000000000009,0.0,0.0
10,29,165.26,167.0,-1.740000000000001,0.0,0.0
10,30,235.32,238.0,-2.679999999999996,0.0,0.0
10,31,492.26000000000005,501.0,-8.739999999999958,0.0,0.0
10,32,218.46,221.0,-2.539999999999997,0.0,0.0
10,33,494.08000000000004,501.0,-6.91999999999995,0.0,0.0
10,34,158.76,160.0,-1.2400000000000009,0.0,0.0
10,35,186.35999999999999,188.0,-1.640000000000001,0.0,0.0
10,36,494.41,501.0,-6.589999999999949,0.0,0.0
10,37,230.46,233.0,-2.539999999999994,0.0,0.0
10,38,181.81,184.0,-2.19,0.0,0.0
10,39,268.70000000000005,273.0,-4.299999999999983,0.0,0.0
10,40,232.77,235.0,-2.23,0.0,0.0
10,41,176.83,178.0,-1.1700000000000008,0.0,0.0
10,42,493.36000000000007,501.0,-7.6399999999999535,0.0,0.0
10,43,234.24,237.0,-2.7599999999999993,0.0,0.0
10,44,323.65000000000003,328.0,-4.349999999999985,0.0,0.0
10,45,492.71000000000004,501.0,-8.289999999999978,0.0,0.0
10,46,219.81,222.0,-2.19,0.0,0.0
10,47,165.10999999999999,167.0,-1.8900000000000015,0.0,0.0
10,48,224.31,227.0,-2.689999999999996,0.0,0.0
10,49,492.81000000000006,501.0,-8.189999999999966,0.0,0.0
